"","--dataset","--n_obs","--dim_in","--rep","--path"
"1435","matern32",500,50,2,"cont"
"1436","complex",500,50,2,"cont"
"1437","linear",1000,50,2,"cont"
"1438","rbf",1000,50,2,"cont"
"1439","matern32",1000,50,2,"cont"
"1440","complex",1000,50,2,"cont"
"1441","linear",100,100,2,"cont"
"1442","rbf",100,100,2,"cont"
"1443","matern32",100,100,2,"cont"
"1444","complex",100,100,2,"cont"
"1445","linear",200,100,2,"cont"
"1446","rbf",200,100,2,"cont"
"1447","matern32",200,100,2,"cont"
"1448","complex",200,100,2,"cont"
"1449","linear",500,100,2,"cont"
"1450","rbf",500,100,2,"cont"
"1451","matern32",500,100,2,"cont"
"1452","complex",500,100,2,"cont"
"1453","linear",1000,100,2,"cont"
"1454","rbf",1000,100,2,"cont"
"1455","matern32",1000,100,2,"cont"
"1456","complex",1000,100,2,"cont"
"1457","linear",100,200,2,"cont"
"1458","rbf",100,200,2,"cont"
"1459","matern32",100,200,2,"cont"
"1460","complex",100,200,2,"cont"
"1461","linear",200,200,2,"cont"
"1462","rbf",200,200,2,"cont"
"1463","matern32",200,200,2,"cont"
"1464","complex",200,200,2,"cont"
"1465","linear",500,200,2,"cont"
"1466","rbf",500,200,2,"cont"
"1467","matern32",500,200,2,"cont"
"1468","complex",500,200,2,"cont"
"1469","linear",1000,200,2,"cont"
"1470","rbf",1000,200,2,"cont"
"1471","matern32",1000,200,2,"cont"
"1472","complex",1000,200,2,"cont"
"1473","linear",100,25,3,"cont"
"1474","rbf",100,25,3,"cont"
"1475","matern32",100,25,3,"cont"
"1476","complex",100,25,3,"cont"
"1477","linear",200,25,3,"cont"
"1478","rbf",200,25,3,"cont"
"1479","matern32",200,25,3,"cont"
"1480","complex",200,25,3,"cont"
"1481","linear",500,25,3,"cont"
"1482","rbf",500,25,3,"cont"
"1483","matern32",500,25,3,"cont"
"1484","complex",500,25,3,"cont"
"1485","linear",1000,25,3,"cont"
"1486","rbf",1000,25,3,"cont"
"1487","matern32",1000,25,3,"cont"
"1488","complex",1000,25,3,"cont"
"1489","linear",100,50,3,"cont"
"1490","rbf",100,50,3,"cont"
"1491","matern32",100,50,3,"cont"
"1492","complex",100,50,3,"cont"
"1493","linear",200,50,3,"cont"
"1494","rbf",200,50,3,"cont"
"1495","matern32",200,50,3,"cont"
"1496","complex",200,50,3,"cont"
"1497","linear",500,50,3,"cont"
"1498","rbf",500,50,3,"cont"
"1499","matern32",500,50,3,"cont"
"1500","complex",500,50,3,"cont"
"1501","linear",1000,50,3,"cont"
"1502","rbf",1000,50,3,"cont"
"1503","matern32",1000,50,3,"cont"
"1504","complex",1000,50,3,"cont"
"1505","linear",100,100,3,"cont"
"1506","rbf",100,100,3,"cont"
"1507","matern32",100,100,3,"cont"
"1508","complex",100,100,3,"cont"
"1509","linear",200,100,3,"cont"
"1510","rbf",200,100,3,"cont"
"1511","matern32",200,100,3,"cont"
"1512","complex",200,100,3,"cont"
"1513","linear",500,100,3,"cont"
"1514","rbf",500,100,3,"cont"
"1515","matern32",500,100,3,"cont"
"1516","complex",500,100,3,"cont"
"1517","linear",1000,100,3,"cont"
"1518","rbf",1000,100,3,"cont"
"1519","matern32",1000,100,3,"cont"
"1520","complex",1000,100,3,"cont"
"1521","linear",100,200,3,"cont"
"1522","rbf",100,200,3,"cont"
"1523","matern32",100,200,3,"cont"
"1524","complex",100,200,3,"cont"
"1525","linear",200,200,3,"cont"
"1526","rbf",200,200,3,"cont"
"1527","matern32",200,200,3,"cont"
"1528","complex",200,200,3,"cont"
"1529","linear",500,200,3,"cont"
"1530","rbf",500,200,3,"cont"
"1531","matern32",500,200,3,"cont"
"1532","complex",500,200,3,"cont"
"1533","linear",1000,200,3,"cont"
"1534","rbf",1000,200,3,"cont"
"1535","matern32",1000,200,3,"cont"
"1536","complex",1000,200,3,"cont"
"1537","linear",100,25,4,"cont"
"1538","rbf",100,25,4,"cont"
"1539","matern32",100,25,4,"cont"
"1540","complex",100,25,4,"cont"
"1541","linear",200,25,4,"cont"
"1542","rbf",200,25,4,"cont"
"1543","matern32",200,25,4,"cont"
"1544","complex",200,25,4,"cont"
"1545","linear",500,25,4,"cont"
"1546","rbf",500,25,4,"cont"
"1547","matern32",500,25,4,"cont"
"1548","complex",500,25,4,"cont"
"1549","linear",1000,25,4,"cont"
"1550","rbf",1000,25,4,"cont"
"1551","matern32",1000,25,4,"cont"
"1552","complex",1000,25,4,"cont"
"1553","linear",100,50,4,"cont"
"1554","rbf",100,50,4,"cont"
"1555","matern32",100,50,4,"cont"
"1556","complex",100,50,4,"cont"
"1557","linear",200,50,4,"cont"
"1558","rbf",200,50,4,"cont"
"1559","matern32",200,50,4,"cont"
"1560","complex",200,50,4,"cont"
"1561","linear",500,50,4,"cont"
"1562","rbf",500,50,4,"cont"
"1563","matern32",500,50,4,"cont"
"1564","complex",500,50,4,"cont"
"1565","linear",1000,50,4,"cont"
"1566","rbf",1000,50,4,"cont"
"1567","matern32",1000,50,4,"cont"
"1568","complex",1000,50,4,"cont"
"1569","linear",100,100,4,"cont"
"1570","rbf",100,100,4,"cont"
"1571","matern32",100,100,4,"cont"
"1572","complex",100,100,4,"cont"
"1573","linear",200,100,4,"cont"
"1574","rbf",200,100,4,"cont"
"1575","matern32",200,100,4,"cont"
"1576","complex",200,100,4,"cont"
"1577","linear",500,100,4,"cont"
"1578","rbf",500,100,4,"cont"
"1579","matern32",500,100,4,"cont"
"1580","complex",500,100,4,"cont"
"1581","linear",1000,100,4,"cont"
"1582","rbf",1000,100,4,"cont"
"1583","matern32",1000,100,4,"cont"
"1584","complex",1000,100,4,"cont"
"1585","linear",100,200,4,"cont"
"1586","rbf",100,200,4,"cont"
"1587","matern32",100,200,4,"cont"
"1588","complex",100,200,4,"cont"
"1589","linear",200,200,4,"cont"
"1590","rbf",200,200,4,"cont"
"1591","matern32",200,200,4,"cont"
"1592","complex",200,200,4,"cont"
"1593","linear",500,200,4,"cont"
"1594","rbf",500,200,4,"cont"
"1595","matern32",500,200,4,"cont"
"1596","complex",500,200,4,"cont"
"1597","linear",1000,200,4,"cont"
"1598","rbf",1000,200,4,"cont"
"1599","matern32",1000,200,4,"cont"
"1600","complex",1000,200,4,"cont"
"1601","linear",100,25,5,"cont"
"1602","rbf",100,25,5,"cont"
"1603","matern32",100,25,5,"cont"
"1604","complex",100,25,5,"cont"
"1605","linear",200,25,5,"cont"
"1606","rbf",200,25,5,"cont"
"1607","matern32",200,25,5,"cont"
"1608","complex",200,25,5,"cont"
"1609","linear",500,25,5,"cont"
"1610","rbf",500,25,5,"cont"
"1611","matern32",500,25,5,"cont"
"1612","complex",500,25,5,"cont"
"1613","linear",1000,25,5,"cont"
"1614","rbf",1000,25,5,"cont"
"1615","matern32",1000,25,5,"cont"
"1616","complex",1000,25,5,"cont"
"1617","linear",100,50,5,"cont"
"1618","rbf",100,50,5,"cont"
"1619","matern32",100,50,5,"cont"
"1620","complex",100,50,5,"cont"
"1621","linear",200,50,5,"cont"
"1622","rbf",200,50,5,"cont"
"1623","matern32",200,50,5,"cont"
"1624","complex",200,50,5,"cont"
"1625","linear",500,50,5,"cont"
"1626","rbf",500,50,5,"cont"
"1627","matern32",500,50,5,"cont"
"1628","complex",500,50,5,"cont"
"1629","linear",1000,50,5,"cont"
"1630","rbf",1000,50,5,"cont"
"1631","matern32",1000,50,5,"cont"
"1632","complex",1000,50,5,"cont"
"1633","linear",100,100,5,"cont"
"1634","rbf",100,100,5,"cont"
"1635","matern32",100,100,5,"cont"
"1636","complex",100,100,5,"cont"
"1637","linear",200,100,5,"cont"
"1638","rbf",200,100,5,"cont"
"1639","matern32",200,100,5,"cont"
"1640","complex",200,100,5,"cont"
"1641","linear",500,100,5,"cont"
"1642","rbf",500,100,5,"cont"
"1643","matern32",500,100,5,"cont"
"1644","complex",500,100,5,"cont"
"1645","linear",1000,100,5,"cont"
"1646","rbf",1000,100,5,"cont"
"1647","matern32",1000,100,5,"cont"
"1648","complex",1000,100,5,"cont"
"1649","linear",100,200,5,"cont"
"1650","rbf",100,200,5,"cont"
"1651","matern32",100,200,5,"cont"
"1652","complex",100,200,5,"cont"
"1653","linear",200,200,5,"cont"
"1654","rbf",200,200,5,"cont"
"1655","matern32",200,200,5,"cont"
"1656","complex",200,200,5,"cont"
"1657","linear",500,200,5,"cont"
"1658","rbf",500,200,5,"cont"
"1659","matern32",500,200,5,"cont"
"1660","complex",500,200,5,"cont"
"1661","linear",1000,200,5,"cont"
"1662","rbf",1000,200,5,"cont"
"1663","matern32",1000,200,5,"cont"
"1664","complex",1000,200,5,"cont"
"1665","linear",100,25,6,"cont"
"1666","rbf",100,25,6,"cont"
"1667","matern32",100,25,6,"cont"
"1668","complex",100,25,6,"cont"
"1669","linear",200,25,6,"cont"
"1670","rbf",200,25,6,"cont"
"1671","matern32",200,25,6,"cont"
"1672","complex",200,25,6,"cont"
"1673","linear",500,25,6,"cont"
"1674","rbf",500,25,6,"cont"
"1675","matern32",500,25,6,"cont"
"1676","complex",500,25,6,"cont"
"1677","linear",1000,25,6,"cont"
"1678","rbf",1000,25,6,"cont"
"1679","matern32",1000,25,6,"cont"
"1680","complex",1000,25,6,"cont"
"1681","linear",100,50,6,"cont"
"1682","rbf",100,50,6,"cont"
"1683","matern32",100,50,6,"cont"
"1684","complex",100,50,6,"cont"
"1685","linear",200,50,6,"cont"
"1686","rbf",200,50,6,"cont"
"1687","matern32",200,50,6,"cont"
"1688","complex",200,50,6,"cont"
"1689","linear",500,50,6,"cont"
"1690","rbf",500,50,6,"cont"
"1691","matern32",500,50,6,"cont"
"1692","complex",500,50,6,"cont"
"1693","linear",1000,50,6,"cont"
"1694","rbf",1000,50,6,"cont"
"1695","matern32",1000,50,6,"cont"
"1696","complex",1000,50,6,"cont"
"1697","linear",100,100,6,"cont"
"1698","rbf",100,100,6,"cont"
"1699","matern32",100,100,6,"cont"
"1700","complex",100,100,6,"cont"
"1701","linear",200,100,6,"cont"
"1702","rbf",200,100,6,"cont"
"1703","matern32",200,100,6,"cont"
"1704","complex",200,100,6,"cont"
"1705","linear",500,100,6,"cont"
"1706","rbf",500,100,6,"cont"
"1707","matern32",500,100,6,"cont"
"1708","complex",500,100,6,"cont"
"1709","linear",1000,100,6,"cont"
"1710","rbf",1000,100,6,"cont"
"1711","matern32",1000,100,6,"cont"
"1712","complex",1000,100,6,"cont"
"1713","linear",100,200,6,"cont"
"1714","rbf",100,200,6,"cont"
"1715","matern32",100,200,6,"cont"
"1716","complex",100,200,6,"cont"
"1717","linear",200,200,6,"cont"
"1718","rbf",200,200,6,"cont"
"1719","matern32",200,200,6,"cont"
"1720","complex",200,200,6,"cont"
"1721","linear",500,200,6,"cont"
"1722","rbf",500,200,6,"cont"
"1723","matern32",500,200,6,"cont"
"1724","complex",500,200,6,"cont"
"1725","linear",1000,200,6,"cont"
"1726","rbf",1000,200,6,"cont"
"1727","matern32",1000,200,6,"cont"
"1728","complex",1000,200,6,"cont"
"1729","linear",100,25,7,"cont"
"1730","rbf",100,25,7,"cont"
"1731","matern32",100,25,7,"cont"
"1732","complex",100,25,7,"cont"
"1733","linear",200,25,7,"cont"
"1734","rbf",200,25,7,"cont"
"1735","matern32",200,25,7,"cont"
"1736","complex",200,25,7,"cont"
"1737","linear",500,25,7,"cont"
"1738","rbf",500,25,7,"cont"
"1739","matern32",500,25,7,"cont"
"1740","complex",500,25,7,"cont"
"1741","linear",1000,25,7,"cont"
"1742","rbf",1000,25,7,"cont"
"1743","matern32",1000,25,7,"cont"
"1744","complex",1000,25,7,"cont"
"1745","linear",100,50,7,"cont"
"1746","rbf",100,50,7,"cont"
"1747","matern32",100,50,7,"cont"
"1748","complex",100,50,7,"cont"
"1749","linear",200,50,7,"cont"
"1750","rbf",200,50,7,"cont"
"1751","matern32",200,50,7,"cont"
"1752","complex",200,50,7,"cont"
"1753","linear",500,50,7,"cont"
"1754","rbf",500,50,7,"cont"
"1755","matern32",500,50,7,"cont"
"1756","complex",500,50,7,"cont"
"1757","linear",1000,50,7,"cont"
"1758","rbf",1000,50,7,"cont"
"1759","matern32",1000,50,7,"cont"
"1760","complex",1000,50,7,"cont"
"1761","linear",100,100,7,"cont"
"1762","rbf",100,100,7,"cont"
"1763","matern32",100,100,7,"cont"
"1764","complex",100,100,7,"cont"
"1765","linear",200,100,7,"cont"
"1766","rbf",200,100,7,"cont"
"1767","matern32",200,100,7,"cont"
"1768","complex",200,100,7,"cont"
"1769","linear",500,100,7,"cont"
"1770","rbf",500,100,7,"cont"
"1771","matern32",500,100,7,"cont"
"1772","complex",500,100,7,"cont"
"1773","linear",1000,100,7,"cont"
"1774","rbf",1000,100,7,"cont"
"1775","matern32",1000,100,7,"cont"
"1776","complex",1000,100,7,"cont"
"1777","linear",100,200,7,"cont"
"1778","rbf",100,200,7,"cont"
"1779","matern32",100,200,7,"cont"
"1780","complex",100,200,7,"cont"
"1781","linear",200,200,7,"cont"
"1782","rbf",200,200,7,"cont"
"1783","matern32",200,200,7,"cont"
"1784","complex",200,200,7,"cont"
"1785","linear",500,200,7,"cont"
"1786","rbf",500,200,7,"cont"
"1787","matern32",500,200,7,"cont"
"1788","complex",500,200,7,"cont"
"1789","linear",1000,200,7,"cont"
"1790","rbf",1000,200,7,"cont"
"1791","matern32",1000,200,7,"cont"
"1792","complex",1000,200,7,"cont"
"1793","linear",100,25,8,"cont"
"1794","rbf",100,25,8,"cont"
"1795","matern32",100,25,8,"cont"
"1796","complex",100,25,8,"cont"
"1797","linear",200,25,8,"cont"
"1798","rbf",200,25,8,"cont"
"1799","matern32",200,25,8,"cont"
"1800","complex",200,25,8,"cont"
"1801","linear",500,25,8,"cont"
"1802","rbf",500,25,8,"cont"
"1803","matern32",500,25,8,"cont"
"1804","complex",500,25,8,"cont"
"1805","linear",1000,25,8,"cont"
"1806","rbf",1000,25,8,"cont"
"1807","matern32",1000,25,8,"cont"
"1808","complex",1000,25,8,"cont"
"1809","linear",100,50,8,"cont"
"1810","rbf",100,50,8,"cont"
"1811","matern32",100,50,8,"cont"
"1812","complex",100,50,8,"cont"
"1813","linear",200,50,8,"cont"
"1814","rbf",200,50,8,"cont"
"1815","matern32",200,50,8,"cont"
"1816","complex",200,50,8,"cont"
"1817","linear",500,50,8,"cont"
"1818","rbf",500,50,8,"cont"
"1819","matern32",500,50,8,"cont"
"1820","complex",500,50,8,"cont"
"1821","linear",1000,50,8,"cont"
"1822","rbf",1000,50,8,"cont"
"1823","matern32",1000,50,8,"cont"
"1824","complex",1000,50,8,"cont"
"1825","linear",100,100,8,"cont"
"1826","rbf",100,100,8,"cont"
"1827","matern32",100,100,8,"cont"
"1828","complex",100,100,8,"cont"
"1829","linear",200,100,8,"cont"
"1830","rbf",200,100,8,"cont"
"1831","matern32",200,100,8,"cont"
"1832","complex",200,100,8,"cont"
"1833","linear",500,100,8,"cont"
"1834","rbf",500,100,8,"cont"
"1835","matern32",500,100,8,"cont"
"1836","complex",500,100,8,"cont"
"1837","linear",1000,100,8,"cont"
"1838","rbf",1000,100,8,"cont"
"1839","matern32",1000,100,8,"cont"
"1840","complex",1000,100,8,"cont"
"1841","linear",100,200,8,"cont"
"1842","rbf",100,200,8,"cont"
"1843","matern32",100,200,8,"cont"
"1844","complex",100,200,8,"cont"
"1845","linear",200,200,8,"cont"
"1846","rbf",200,200,8,"cont"
"1847","matern32",200,200,8,"cont"
"1848","complex",200,200,8,"cont"
"1849","linear",500,200,8,"cont"
"1850","rbf",500,200,8,"cont"
"1851","matern32",500,200,8,"cont"
"1852","complex",500,200,8,"cont"
"1853","linear",1000,200,8,"cont"
"1854","rbf",1000,200,8,"cont"
"1855","matern32",1000,200,8,"cont"
"1856","complex",1000,200,8,"cont"
"1857","linear",100,25,9,"cont"
"1858","rbf",100,25,9,"cont"
"1859","matern32",100,25,9,"cont"
"1860","complex",100,25,9,"cont"
"1861","linear",200,25,9,"cont"
"1862","rbf",200,25,9,"cont"
"1863","matern32",200,25,9,"cont"
"1864","complex",200,25,9,"cont"
"1865","linear",500,25,9,"cont"
"1866","rbf",500,25,9,"cont"
"1867","matern32",500,25,9,"cont"
"1868","complex",500,25,9,"cont"
"1869","linear",1000,25,9,"cont"
"1870","rbf",1000,25,9,"cont"
"1871","matern32",1000,25,9,"cont"
"1872","complex",1000,25,9,"cont"
"1873","linear",100,50,9,"cont"
"1874","rbf",100,50,9,"cont"
"1875","matern32",100,50,9,"cont"
"1876","complex",100,50,9,"cont"
"1877","linear",200,50,9,"cont"
"1878","rbf",200,50,9,"cont"
"1879","matern32",200,50,9,"cont"
"1880","complex",200,50,9,"cont"
"1881","linear",500,50,9,"cont"
"1882","rbf",500,50,9,"cont"
"1883","matern32",500,50,9,"cont"
"1884","complex",500,50,9,"cont"
"1885","linear",1000,50,9,"cont"
"1886","rbf",1000,50,9,"cont"
"1887","matern32",1000,50,9,"cont"
"1888","complex",1000,50,9,"cont"
"1889","linear",100,100,9,"cont"
"1890","rbf",100,100,9,"cont"
"1891","matern32",100,100,9,"cont"
"1892","complex",100,100,9,"cont"
"1893","linear",200,100,9,"cont"
"1894","rbf",200,100,9,"cont"
"1895","matern32",200,100,9,"cont"
"1896","complex",200,100,9,"cont"
"1897","linear",500,100,9,"cont"
"1898","rbf",500,100,9,"cont"
"1899","matern32",500,100,9,"cont"
"1900","complex",500,100,9,"cont"
"1901","linear",1000,100,9,"cont"
"1902","rbf",1000,100,9,"cont"
"1903","matern32",1000,100,9,"cont"
"1904","complex",1000,100,9,"cont"
"1905","linear",100,200,9,"cont"
"1906","rbf",100,200,9,"cont"
"1907","matern32",100,200,9,"cont"
"1908","complex",100,200,9,"cont"
"1909","linear",200,200,9,"cont"
"1910","rbf",200,200,9,"cont"
"1911","matern32",200,200,9,"cont"
"1912","complex",200,200,9,"cont"
"1913","linear",500,200,9,"cont"
"1914","rbf",500,200,9,"cont"
"1915","matern32",500,200,9,"cont"
"1916","complex",500,200,9,"cont"
"1917","linear",1000,200,9,"cont"
"1918","rbf",1000,200,9,"cont"
"1919","matern32",1000,200,9,"cont"
"1920","complex",1000,200,9,"cont"
"1921","linear",100,25,10,"cont"
"1922","rbf",100,25,10,"cont"
"1923","matern32",100,25,10,"cont"
"1924","complex",100,25,10,"cont"
"1925","linear",200,25,10,"cont"
"1926","rbf",200,25,10,"cont"
"1927","matern32",200,25,10,"cont"
"1928","complex",200,25,10,"cont"
"1929","linear",500,25,10,"cont"
"1930","rbf",500,25,10,"cont"
"1931","matern32",500,25,10,"cont"
"1932","complex",500,25,10,"cont"
"1933","linear",1000,25,10,"cont"
"1934","rbf",1000,25,10,"cont"
"1935","matern32",1000,25,10,"cont"
"1936","complex",1000,25,10,"cont"
"1937","linear",100,50,10,"cont"
"1938","rbf",100,50,10,"cont"
"1939","matern32",100,50,10,"cont"
"1940","complex",100,50,10,"cont"
"1941","linear",200,50,10,"cont"
"1942","rbf",200,50,10,"cont"
"1943","matern32",200,50,10,"cont"
"1944","complex",200,50,10,"cont"
"1945","linear",500,50,10,"cont"
"1946","rbf",500,50,10,"cont"
"1947","matern32",500,50,10,"cont"
"1948","complex",500,50,10,"cont"
"1949","linear",1000,50,10,"cont"
"1950","rbf",1000,50,10,"cont"
"1951","matern32",1000,50,10,"cont"
"1952","complex",1000,50,10,"cont"
"1953","linear",100,100,10,"cont"
"1954","rbf",100,100,10,"cont"
"1955","matern32",100,100,10,"cont"
"1956","complex",100,100,10,"cont"
"1957","linear",200,100,10,"cont"
"1958","rbf",200,100,10,"cont"
"1959","matern32",200,100,10,"cont"
"1960","complex",200,100,10,"cont"
"1961","linear",500,100,10,"cont"
"1962","rbf",500,100,10,"cont"
"1963","matern32",500,100,10,"cont"
"1964","complex",500,100,10,"cont"
"1965","linear",1000,100,10,"cont"
"1966","rbf",1000,100,10,"cont"
"1967","matern32",1000,100,10,"cont"
"1968","complex",1000,100,10,"cont"
"1969","linear",100,200,10,"cont"
"1970","rbf",100,200,10,"cont"
"1971","matern32",100,200,10,"cont"
"1972","complex",100,200,10,"cont"
"1973","linear",200,200,10,"cont"
"1974","rbf",200,200,10,"cont"
"1975","matern32",200,200,10,"cont"
"1976","complex",200,200,10,"cont"
"1977","linear",500,200,10,"cont"
"1978","rbf",500,200,10,"cont"
"1979","matern32",500,200,10,"cont"
"1980","complex",500,200,10,"cont"
"1981","linear",1000,200,10,"cont"
"1982","rbf",1000,200,10,"cont"
"1983","matern32",1000,200,10,"cont"
"1984","complex",1000,200,10,"cont"
"1985","linear",100,25,11,"cont"
"1986","rbf",100,25,11,"cont"
"1987","matern32",100,25,11,"cont"
"1988","complex",100,25,11,"cont"
"1989","linear",200,25,11,"cont"
"1990","rbf",200,25,11,"cont"
"1991","matern32",200,25,11,"cont"
"1992","complex",200,25,11,"cont"
"1993","linear",500,25,11,"cont"
"1994","rbf",500,25,11,"cont"
"1995","matern32",500,25,11,"cont"
"1996","complex",500,25,11,"cont"
"1997","linear",1000,25,11,"cont"
"1998","rbf",1000,25,11,"cont"
"1999","matern32",1000,25,11,"cont"
"2000","complex",1000,25,11,"cont"
"2001","linear",100,50,11,"cont"
"2002","rbf",100,50,11,"cont"
"2003","matern32",100,50,11,"cont"
"2004","complex",100,50,11,"cont"
"2005","linear",200,50,11,"cont"
"2006","rbf",200,50,11,"cont"
"2007","matern32",200,50,11,"cont"
"2008","complex",200,50,11,"cont"
"2009","linear",500,50,11,"cont"
"2010","rbf",500,50,11,"cont"
"2011","matern32",500,50,11,"cont"
"2012","complex",500,50,11,"cont"
"2013","linear",1000,50,11,"cont"
"2014","rbf",1000,50,11,"cont"
"2015","matern32",1000,50,11,"cont"
"2016","complex",1000,50,11,"cont"
"2017","linear",100,100,11,"cont"
"2018","rbf",100,100,11,"cont"
"2019","matern32",100,100,11,"cont"
"2020","complex",100,100,11,"cont"
"2021","linear",200,100,11,"cont"
"2022","rbf",200,100,11,"cont"
"2023","matern32",200,100,11,"cont"
"2024","complex",200,100,11,"cont"
"2025","linear",500,100,11,"cont"
"2026","rbf",500,100,11,"cont"
"2027","matern32",500,100,11,"cont"
"2028","complex",500,100,11,"cont"
"2029","linear",1000,100,11,"cont"
"2030","rbf",1000,100,11,"cont"
"2031","matern32",1000,100,11,"cont"
"2032","complex",1000,100,11,"cont"
"2033","linear",100,200,11,"cont"
"2034","rbf",100,200,11,"cont"
"2035","matern32",100,200,11,"cont"
"2036","complex",100,200,11,"cont"
"2037","linear",200,200,11,"cont"
"2038","rbf",200,200,11,"cont"
"2039","matern32",200,200,11,"cont"
"2040","complex",200,200,11,"cont"
"2041","linear",500,200,11,"cont"
"2042","rbf",500,200,11,"cont"
"2043","matern32",500,200,11,"cont"
"2044","complex",500,200,11,"cont"
"2045","linear",1000,200,11,"cont"
"2046","rbf",1000,200,11,"cont"
"2047","matern32",1000,200,11,"cont"
"2048","complex",1000,200,11,"cont"
"2049","linear",100,25,12,"cont"
"2050","rbf",100,25,12,"cont"
"2051","matern32",100,25,12,"cont"
"2052","complex",100,25,12,"cont"
"2053","linear",200,25,12,"cont"
"2054","rbf",200,25,12,"cont"
"2055","matern32",200,25,12,"cont"
"2056","complex",200,25,12,"cont"
"2057","linear",500,25,12,"cont"
"2058","rbf",500,25,12,"cont"
"2059","matern32",500,25,12,"cont"
"2060","complex",500,25,12,"cont"
"2061","linear",1000,25,12,"cont"
"2062","rbf",1000,25,12,"cont"
"2063","matern32",1000,25,12,"cont"
"2064","complex",1000,25,12,"cont"
"2065","linear",100,50,12,"cont"
"2066","rbf",100,50,12,"cont"
"2067","matern32",100,50,12,"cont"
"2068","complex",100,50,12,"cont"
"2069","linear",200,50,12,"cont"
"2070","rbf",200,50,12,"cont"
"2071","matern32",200,50,12,"cont"
"2072","complex",200,50,12,"cont"
"2073","linear",500,50,12,"cont"
"2074","rbf",500,50,12,"cont"
"2075","matern32",500,50,12,"cont"
"2076","complex",500,50,12,"cont"
"2077","linear",1000,50,12,"cont"
"2078","rbf",1000,50,12,"cont"
"2079","matern32",1000,50,12,"cont"
"2080","complex",1000,50,12,"cont"
"2081","linear",100,100,12,"cont"
"2082","rbf",100,100,12,"cont"
"2083","matern32",100,100,12,"cont"
"2084","complex",100,100,12,"cont"
"2085","linear",200,100,12,"cont"
"2086","rbf",200,100,12,"cont"
"2087","matern32",200,100,12,"cont"
"2088","complex",200,100,12,"cont"
"2089","linear",500,100,12,"cont"
"2090","rbf",500,100,12,"cont"
"2091","matern32",500,100,12,"cont"
"2092","complex",500,100,12,"cont"
"2093","linear",1000,100,12,"cont"
"2094","rbf",1000,100,12,"cont"
"2095","matern32",1000,100,12,"cont"
"2096","complex",1000,100,12,"cont"
"2097","linear",100,200,12,"cont"
"2098","rbf",100,200,12,"cont"
"2099","matern32",100,200,12,"cont"
"2100","complex",100,200,12,"cont"
"2101","linear",200,200,12,"cont"
"2102","rbf",200,200,12,"cont"
"2103","matern32",200,200,12,"cont"
"2104","complex",200,200,12,"cont"
"2105","linear",500,200,12,"cont"
"2106","rbf",500,200,12,"cont"
"2107","matern32",500,200,12,"cont"
"2108","complex",500,200,12,"cont"
"2109","linear",1000,200,12,"cont"
"2110","rbf",1000,200,12,"cont"
"2111","matern32",1000,200,12,"cont"
"2112","complex",1000,200,12,"cont"
"2113","linear",100,25,13,"cont"
"2114","rbf",100,25,13,"cont"
"2115","matern32",100,25,13,"cont"
"2116","complex",100,25,13,"cont"
"2117","linear",200,25,13,"cont"
"2118","rbf",200,25,13,"cont"
"2119","matern32",200,25,13,"cont"
"2120","complex",200,25,13,"cont"
"2121","linear",500,25,13,"cont"
"2122","rbf",500,25,13,"cont"
"2123","matern32",500,25,13,"cont"
"2124","complex",500,25,13,"cont"
"2125","linear",1000,25,13,"cont"
"2126","rbf",1000,25,13,"cont"
"2127","matern32",1000,25,13,"cont"
"2128","complex",1000,25,13,"cont"
"2129","linear",100,50,13,"cont"
"2130","rbf",100,50,13,"cont"
"2131","matern32",100,50,13,"cont"
"2132","complex",100,50,13,"cont"
"2133","linear",200,50,13,"cont"
"2134","rbf",200,50,13,"cont"
"2135","matern32",200,50,13,"cont"
"2136","complex",200,50,13,"cont"
"2137","linear",500,50,13,"cont"
"2138","rbf",500,50,13,"cont"
"2139","matern32",500,50,13,"cont"
"2140","complex",500,50,13,"cont"
"2141","linear",1000,50,13,"cont"
"2142","rbf",1000,50,13,"cont"
"2143","matern32",1000,50,13,"cont"
"2144","complex",1000,50,13,"cont"
"2145","linear",100,100,13,"cont"
"2146","rbf",100,100,13,"cont"
"2147","matern32",100,100,13,"cont"
"2148","complex",100,100,13,"cont"
"2149","linear",200,100,13,"cont"
"2150","rbf",200,100,13,"cont"
"2151","matern32",200,100,13,"cont"
"2152","complex",200,100,13,"cont"
"2153","linear",500,100,13,"cont"
"2154","rbf",500,100,13,"cont"
"2155","matern32",500,100,13,"cont"
"2156","complex",500,100,13,"cont"
"2157","linear",1000,100,13,"cont"
"2158","rbf",1000,100,13,"cont"
"2159","matern32",1000,100,13,"cont"
"2160","complex",1000,100,13,"cont"
"2161","linear",100,200,13,"cont"
"2162","rbf",100,200,13,"cont"
"2163","matern32",100,200,13,"cont"
"2164","complex",100,200,13,"cont"
"2165","linear",200,200,13,"cont"
"2166","rbf",200,200,13,"cont"
"2167","matern32",200,200,13,"cont"
"2168","complex",200,200,13,"cont"
"2169","linear",500,200,13,"cont"
"2170","rbf",500,200,13,"cont"
"2171","matern32",500,200,13,"cont"
"2172","complex",500,200,13,"cont"
"2173","linear",1000,200,13,"cont"
"2174","rbf",1000,200,13,"cont"
"2175","matern32",1000,200,13,"cont"
"2176","complex",1000,200,13,"cont"
"2177","linear",100,25,14,"cont"
"2178","rbf",100,25,14,"cont"
"2179","matern32",100,25,14,"cont"
