"","--dataset","--n_obs","--dim_in","--rep","--path"
"797","linear",257,50,16,"heart"
"798","rbf",257,50,16,"heart"
"799","matern32",257,50,16,"heart"
"800","complex",257,50,16,"heart"
"801","linear",50,100,16,"heart"
"802","rbf",50,100,16,"heart"
"803","matern32",50,100,16,"heart"
"804","complex",50,100,16,"heart"
"805","linear",100,100,16,"heart"
"806","rbf",100,100,16,"heart"
"807","matern32",100,100,16,"heart"
"808","complex",100,100,16,"heart"
"809","linear",150,100,16,"heart"
"810","rbf",150,100,16,"heart"
"811","matern32",150,100,16,"heart"
"812","complex",150,100,16,"heart"
"813","linear",257,100,16,"heart"
"814","rbf",257,100,16,"heart"
"815","matern32",257,100,16,"heart"
"816","complex",257,100,16,"heart"
"817","linear",50,25,17,"heart"
"818","rbf",50,25,17,"heart"
"819","matern32",50,25,17,"heart"
"820","complex",50,25,17,"heart"
"821","linear",100,25,17,"heart"
"822","rbf",100,25,17,"heart"
"823","matern32",100,25,17,"heart"
"824","complex",100,25,17,"heart"
"825","linear",150,25,17,"heart"
"826","rbf",150,25,17,"heart"
"827","matern32",150,25,17,"heart"
"828","complex",150,25,17,"heart"
"829","linear",257,25,17,"heart"
"830","rbf",257,25,17,"heart"
"831","matern32",257,25,17,"heart"
"832","complex",257,25,17,"heart"
"833","linear",50,50,17,"heart"
"834","rbf",50,50,17,"heart"
"835","matern32",50,50,17,"heart"
"836","complex",50,50,17,"heart"
"837","linear",100,50,17,"heart"
"838","rbf",100,50,17,"heart"
"839","matern32",100,50,17,"heart"
"840","complex",100,50,17,"heart"
"841","linear",150,50,17,"heart"
"842","rbf",150,50,17,"heart"
"843","matern32",150,50,17,"heart"
"844","complex",150,50,17,"heart"
"845","linear",257,50,17,"heart"
"846","rbf",257,50,17,"heart"
"847","matern32",257,50,17,"heart"
"848","complex",257,50,17,"heart"
"849","linear",50,100,17,"heart"
"850","rbf",50,100,17,"heart"
"851","matern32",50,100,17,"heart"
"852","complex",50,100,17,"heart"
"853","linear",100,100,17,"heart"
"854","rbf",100,100,17,"heart"
"855","matern32",100,100,17,"heart"
"856","complex",100,100,17,"heart"
"857","linear",150,100,17,"heart"
"858","rbf",150,100,17,"heart"
"859","matern32",150,100,17,"heart"
"860","complex",150,100,17,"heart"
"861","linear",257,100,17,"heart"
"862","rbf",257,100,17,"heart"
"863","matern32",257,100,17,"heart"
"864","complex",257,100,17,"heart"
"865","linear",50,25,18,"heart"
"866","rbf",50,25,18,"heart"
"867","matern32",50,25,18,"heart"
"868","complex",50,25,18,"heart"
"869","linear",100,25,18,"heart"
"870","rbf",100,25,18,"heart"
"871","matern32",100,25,18,"heart"
"872","complex",100,25,18,"heart"
"873","linear",150,25,18,"heart"
"874","rbf",150,25,18,"heart"
"875","matern32",150,25,18,"heart"
"876","complex",150,25,18,"heart"
"877","linear",257,25,18,"heart"
"878","rbf",257,25,18,"heart"
"879","matern32",257,25,18,"heart"
"880","complex",257,25,18,"heart"
"881","linear",50,50,18,"heart"
"882","rbf",50,50,18,"heart"
"883","matern32",50,50,18,"heart"
"884","complex",50,50,18,"heart"
"885","linear",100,50,18,"heart"
"886","rbf",100,50,18,"heart"
"887","matern32",100,50,18,"heart"
"888","complex",100,50,18,"heart"
"889","linear",150,50,18,"heart"
"890","rbf",150,50,18,"heart"
"891","matern32",150,50,18,"heart"
"892","complex",150,50,18,"heart"
"893","linear",257,50,18,"heart"
"894","rbf",257,50,18,"heart"
"895","matern32",257,50,18,"heart"
"896","complex",257,50,18,"heart"
"897","linear",50,100,18,"heart"
"898","rbf",50,100,18,"heart"
"899","matern32",50,100,18,"heart"
"900","complex",50,100,18,"heart"
"901","linear",100,100,18,"heart"
"902","rbf",100,100,18,"heart"
"903","matern32",100,100,18,"heart"
"904","complex",100,100,18,"heart"
"905","linear",150,100,18,"heart"
"906","rbf",150,100,18,"heart"
"907","matern32",150,100,18,"heart"
"908","complex",150,100,18,"heart"
"909","linear",257,100,18,"heart"
"910","rbf",257,100,18,"heart"
"911","matern32",257,100,18,"heart"
"912","complex",257,100,18,"heart"
"913","linear",50,25,19,"heart"
"914","rbf",50,25,19,"heart"
"915","matern32",50,25,19,"heart"
"916","complex",50,25,19,"heart"
"917","linear",100,25,19,"heart"
"918","rbf",100,25,19,"heart"
"919","matern32",100,25,19,"heart"
"920","complex",100,25,19,"heart"
"921","linear",150,25,19,"heart"
"922","rbf",150,25,19,"heart"
"923","matern32",150,25,19,"heart"
"924","complex",150,25,19,"heart"
"925","linear",257,25,19,"heart"
"926","rbf",257,25,19,"heart"
"927","matern32",257,25,19,"heart"
"928","complex",257,25,19,"heart"
"929","linear",50,50,19,"heart"
"930","rbf",50,50,19,"heart"
"931","matern32",50,50,19,"heart"
"932","complex",50,50,19,"heart"
"933","linear",100,50,19,"heart"
"934","rbf",100,50,19,"heart"
"935","matern32",100,50,19,"heart"
"936","complex",100,50,19,"heart"
"937","linear",150,50,19,"heart"
"938","rbf",150,50,19,"heart"
"939","matern32",150,50,19,"heart"
"940","complex",150,50,19,"heart"
"941","linear",257,50,19,"heart"
"942","rbf",257,50,19,"heart"
"943","matern32",257,50,19,"heart"
"944","complex",257,50,19,"heart"
"945","linear",50,100,19,"heart"
"946","rbf",50,100,19,"heart"
"947","matern32",50,100,19,"heart"
"948","complex",50,100,19,"heart"
"949","linear",100,100,19,"heart"
"950","rbf",100,100,19,"heart"
"951","matern32",100,100,19,"heart"
"952","complex",100,100,19,"heart"
"953","linear",150,100,19,"heart"
"954","rbf",150,100,19,"heart"
"955","matern32",150,100,19,"heart"
"956","complex",150,100,19,"heart"
"957","linear",257,100,19,"heart"
"958","rbf",257,100,19,"heart"
"959","matern32",257,100,19,"heart"
"960","complex",257,100,19,"heart"
