"","--dataset","--n_obs","--dim_in","--rep","--path"
"786","rbf",100,50,16,"adult"
"787","matern32",100,50,16,"adult"
"788","complex",100,50,16,"adult"
"789","linear",200,50,16,"adult"
"790","rbf",200,50,16,"adult"
"791","matern32",200,50,16,"adult"
"792","complex",200,50,16,"adult"
"793","linear",500,50,16,"adult"
"794","rbf",500,50,16,"adult"
"795","matern32",500,50,16,"adult"
"796","complex",500,50,16,"adult"
"797","linear",1000,50,16,"adult"
"798","rbf",1000,50,16,"adult"
"799","matern32",1000,50,16,"adult"
"800","complex",1000,50,16,"adult"
"801","linear",100,100,16,"adult"
"802","rbf",100,100,16,"adult"
"803","matern32",100,100,16,"adult"
"804","complex",100,100,16,"adult"
"805","linear",200,100,16,"adult"
"806","rbf",200,100,16,"adult"
"807","matern32",200,100,16,"adult"
"808","complex",200,100,16,"adult"
"809","linear",500,100,16,"adult"
"810","rbf",500,100,16,"adult"
"811","matern32",500,100,16,"adult"
"812","complex",500,100,16,"adult"
"813","linear",1000,100,16,"adult"
"814","rbf",1000,100,16,"adult"
"815","matern32",1000,100,16,"adult"
"816","complex",1000,100,16,"adult"
"817","linear",100,25,17,"adult"
"818","rbf",100,25,17,"adult"
"819","matern32",100,25,17,"adult"
"820","complex",100,25,17,"adult"
"821","linear",200,25,17,"adult"
"822","rbf",200,25,17,"adult"
"823","matern32",200,25,17,"adult"
"824","complex",200,25,17,"adult"
"825","linear",500,25,17,"adult"
"826","rbf",500,25,17,"adult"
"827","matern32",500,25,17,"adult"
"828","complex",500,25,17,"adult"
"829","linear",1000,25,17,"adult"
"830","rbf",1000,25,17,"adult"
"831","matern32",1000,25,17,"adult"
"832","complex",1000,25,17,"adult"
"833","linear",100,50,17,"adult"
"834","rbf",100,50,17,"adult"
"835","matern32",100,50,17,"adult"
"836","complex",100,50,17,"adult"
"837","linear",200,50,17,"adult"
"838","rbf",200,50,17,"adult"
"839","matern32",200,50,17,"adult"
"840","complex",200,50,17,"adult"
"841","linear",500,50,17,"adult"
"842","rbf",500,50,17,"adult"
"843","matern32",500,50,17,"adult"
"844","complex",500,50,17,"adult"
"845","linear",1000,50,17,"adult"
"846","rbf",1000,50,17,"adult"
"847","matern32",1000,50,17,"adult"
"848","complex",1000,50,17,"adult"
"849","linear",100,100,17,"adult"
"850","rbf",100,100,17,"adult"
"851","matern32",100,100,17,"adult"
"852","complex",100,100,17,"adult"
"853","linear",200,100,17,"adult"
"854","rbf",200,100,17,"adult"
"855","matern32",200,100,17,"adult"
"856","complex",200,100,17,"adult"
"857","linear",500,100,17,"adult"
"858","rbf",500,100,17,"adult"
"859","matern32",500,100,17,"adult"
"860","complex",500,100,17,"adult"
"861","linear",1000,100,17,"adult"
"862","rbf",1000,100,17,"adult"
"863","matern32",1000,100,17,"adult"
"864","complex",1000,100,17,"adult"
"865","linear",100,25,18,"adult"
"866","rbf",100,25,18,"adult"
"867","matern32",100,25,18,"adult"
"868","complex",100,25,18,"adult"
"869","linear",200,25,18,"adult"
"870","rbf",200,25,18,"adult"
"871","matern32",200,25,18,"adult"
"872","complex",200,25,18,"adult"
"873","linear",500,25,18,"adult"
"874","rbf",500,25,18,"adult"
"875","matern32",500,25,18,"adult"
"876","complex",500,25,18,"adult"
"877","linear",1000,25,18,"adult"
"878","rbf",1000,25,18,"adult"
"879","matern32",1000,25,18,"adult"
"880","complex",1000,25,18,"adult"
"881","linear",100,50,18,"adult"
"882","rbf",100,50,18,"adult"
"883","matern32",100,50,18,"adult"
"884","complex",100,50,18,"adult"
"885","linear",200,50,18,"adult"
"886","rbf",200,50,18,"adult"
"887","matern32",200,50,18,"adult"
"888","complex",200,50,18,"adult"
"889","linear",500,50,18,"adult"
"890","rbf",500,50,18,"adult"
"891","matern32",500,50,18,"adult"
"892","complex",500,50,18,"adult"
"893","linear",1000,50,18,"adult"
"894","rbf",1000,50,18,"adult"
"895","matern32",1000,50,18,"adult"
"896","complex",1000,50,18,"adult"
"897","linear",100,100,18,"adult"
"898","rbf",100,100,18,"adult"
"899","matern32",100,100,18,"adult"
"900","complex",100,100,18,"adult"
"901","linear",200,100,18,"adult"
"902","rbf",200,100,18,"adult"
"903","matern32",200,100,18,"adult"
"904","complex",200,100,18,"adult"
"905","linear",500,100,18,"adult"
"906","rbf",500,100,18,"adult"
"907","matern32",500,100,18,"adult"
"908","complex",500,100,18,"adult"
"909","linear",1000,100,18,"adult"
"910","rbf",1000,100,18,"adult"
"911","matern32",1000,100,18,"adult"
"912","complex",1000,100,18,"adult"
"913","linear",100,25,19,"adult"
"914","rbf",100,25,19,"adult"
"915","matern32",100,25,19,"adult"
"916","complex",100,25,19,"adult"
"917","linear",200,25,19,"adult"
"918","rbf",200,25,19,"adult"
"919","matern32",200,25,19,"adult"
"920","complex",200,25,19,"adult"
"921","linear",500,25,19,"adult"
"922","rbf",500,25,19,"adult"
"923","matern32",500,25,19,"adult"
"924","complex",500,25,19,"adult"
"925","linear",1000,25,19,"adult"
"926","rbf",1000,25,19,"adult"
"927","matern32",1000,25,19,"adult"
"928","complex",1000,25,19,"adult"
"929","linear",100,50,19,"adult"
"930","rbf",100,50,19,"adult"
"931","matern32",100,50,19,"adult"
"932","complex",100,50,19,"adult"
"933","linear",200,50,19,"adult"
"934","rbf",200,50,19,"adult"
"935","matern32",200,50,19,"adult"
"936","complex",200,50,19,"adult"
"937","linear",500,50,19,"adult"
"938","rbf",500,50,19,"adult"
"939","matern32",500,50,19,"adult"
"940","complex",500,50,19,"adult"
"941","linear",1000,50,19,"adult"
"942","rbf",1000,50,19,"adult"
"943","matern32",1000,50,19,"adult"
"944","complex",1000,50,19,"adult"
"945","linear",100,100,19,"adult"
"946","rbf",100,100,19,"adult"
"947","matern32",100,100,19,"adult"
"948","complex",100,100,19,"adult"
"949","linear",200,100,19,"adult"
"950","rbf",200,100,19,"adult"
"951","matern32",200,100,19,"adult"
"952","complex",200,100,19,"adult"
"953","linear",500,100,19,"adult"
"954","rbf",500,100,19,"adult"
"955","matern32",500,100,19,"adult"
"956","complex",500,100,19,"adult"
"957","linear",1000,100,19,"adult"
"958","rbf",1000,100,19,"adult"
"959","matern32",1000,100,19,"adult"
"960","complex",1000,100,19,"adult"
