"","--dataset","--n_obs","--dim_in","--rep","--path"
"786","rbf",100,50,16,"cont"
"787","matern32",100,50,16,"cont"
"788","complex",100,50,16,"cont"
"789","linear",200,50,16,"cont"
"790","rbf",200,50,16,"cont"
"791","matern32",200,50,16,"cont"
"792","complex",200,50,16,"cont"
"793","linear",500,50,16,"cont"
"794","rbf",500,50,16,"cont"
"795","matern32",500,50,16,"cont"
"796","complex",500,50,16,"cont"
"797","linear",1000,50,16,"cont"
"798","rbf",1000,50,16,"cont"
"799","matern32",1000,50,16,"cont"
"800","complex",1000,50,16,"cont"
"801","linear",100,100,16,"cont"
"802","rbf",100,100,16,"cont"
"803","matern32",100,100,16,"cont"
"804","complex",100,100,16,"cont"
"805","linear",200,100,16,"cont"
"806","rbf",200,100,16,"cont"
"807","matern32",200,100,16,"cont"
"808","complex",200,100,16,"cont"
"809","linear",500,100,16,"cont"
"810","rbf",500,100,16,"cont"
"811","matern32",500,100,16,"cont"
"812","complex",500,100,16,"cont"
"813","linear",1000,100,16,"cont"
"814","rbf",1000,100,16,"cont"
"815","matern32",1000,100,16,"cont"
"816","complex",1000,100,16,"cont"
"817","linear",100,25,17,"cont"
"818","rbf",100,25,17,"cont"
"819","matern32",100,25,17,"cont"
"820","complex",100,25,17,"cont"
"821","linear",200,25,17,"cont"
"822","rbf",200,25,17,"cont"
"823","matern32",200,25,17,"cont"
"824","complex",200,25,17,"cont"
"825","linear",500,25,17,"cont"
"826","rbf",500,25,17,"cont"
"827","matern32",500,25,17,"cont"
"828","complex",500,25,17,"cont"
"829","linear",1000,25,17,"cont"
"830","rbf",1000,25,17,"cont"
"831","matern32",1000,25,17,"cont"
"832","complex",1000,25,17,"cont"
"833","linear",100,50,17,"cont"
"834","rbf",100,50,17,"cont"
"835","matern32",100,50,17,"cont"
"836","complex",100,50,17,"cont"
"837","linear",200,50,17,"cont"
"838","rbf",200,50,17,"cont"
"839","matern32",200,50,17,"cont"
"840","complex",200,50,17,"cont"
"841","linear",500,50,17,"cont"
"842","rbf",500,50,17,"cont"
"843","matern32",500,50,17,"cont"
"844","complex",500,50,17,"cont"
"845","linear",1000,50,17,"cont"
"846","rbf",1000,50,17,"cont"
"847","matern32",1000,50,17,"cont"
"848","complex",1000,50,17,"cont"
"849","linear",100,100,17,"cont"
"850","rbf",100,100,17,"cont"
"851","matern32",100,100,17,"cont"
"852","complex",100,100,17,"cont"
"853","linear",200,100,17,"cont"
"854","rbf",200,100,17,"cont"
"855","matern32",200,100,17,"cont"
"856","complex",200,100,17,"cont"
"857","linear",500,100,17,"cont"
"858","rbf",500,100,17,"cont"
"859","matern32",500,100,17,"cont"
"860","complex",500,100,17,"cont"
"861","linear",1000,100,17,"cont"
"862","rbf",1000,100,17,"cont"
"863","matern32",1000,100,17,"cont"
"864","complex",1000,100,17,"cont"
"865","linear",100,25,18,"cont"
"866","rbf",100,25,18,"cont"
"867","matern32",100,25,18,"cont"
"868","complex",100,25,18,"cont"
"869","linear",200,25,18,"cont"
"870","rbf",200,25,18,"cont"
"871","matern32",200,25,18,"cont"
"872","complex",200,25,18,"cont"
"873","linear",500,25,18,"cont"
"874","rbf",500,25,18,"cont"
"875","matern32",500,25,18,"cont"
"876","complex",500,25,18,"cont"
"877","linear",1000,25,18,"cont"
"878","rbf",1000,25,18,"cont"
"879","matern32",1000,25,18,"cont"
"880","complex",1000,25,18,"cont"
"881","linear",100,50,18,"cont"
"882","rbf",100,50,18,"cont"
"883","matern32",100,50,18,"cont"
"884","complex",100,50,18,"cont"
"885","linear",200,50,18,"cont"
"886","rbf",200,50,18,"cont"
"887","matern32",200,50,18,"cont"
"888","complex",200,50,18,"cont"
"889","linear",500,50,18,"cont"
"890","rbf",500,50,18,"cont"
"891","matern32",500,50,18,"cont"
"892","complex",500,50,18,"cont"
"893","linear",1000,50,18,"cont"
"894","rbf",1000,50,18,"cont"
"895","matern32",1000,50,18,"cont"
"896","complex",1000,50,18,"cont"
"897","linear",100,100,18,"cont"
"898","rbf",100,100,18,"cont"
"899","matern32",100,100,18,"cont"
"900","complex",100,100,18,"cont"
"901","linear",200,100,18,"cont"
"902","rbf",200,100,18,"cont"
"903","matern32",200,100,18,"cont"
"904","complex",200,100,18,"cont"
"905","linear",500,100,18,"cont"
"906","rbf",500,100,18,"cont"
"907","matern32",500,100,18,"cont"
"908","complex",500,100,18,"cont"
"909","linear",1000,100,18,"cont"
"910","rbf",1000,100,18,"cont"
"911","matern32",1000,100,18,"cont"
"912","complex",1000,100,18,"cont"
"913","linear",100,25,19,"cont"
"914","rbf",100,25,19,"cont"
"915","matern32",100,25,19,"cont"
"916","complex",100,25,19,"cont"
"917","linear",200,25,19,"cont"
"918","rbf",200,25,19,"cont"
"919","matern32",200,25,19,"cont"
"920","complex",200,25,19,"cont"
"921","linear",500,25,19,"cont"
"922","rbf",500,25,19,"cont"
"923","matern32",500,25,19,"cont"
"924","complex",500,25,19,"cont"
"925","linear",1000,25,19,"cont"
"926","rbf",1000,25,19,"cont"
"927","matern32",1000,25,19,"cont"
"928","complex",1000,25,19,"cont"
"929","linear",100,50,19,"cont"
"930","rbf",100,50,19,"cont"
"931","matern32",100,50,19,"cont"
"932","complex",100,50,19,"cont"
"933","linear",200,50,19,"cont"
"934","rbf",200,50,19,"cont"
"935","matern32",200,50,19,"cont"
"936","complex",200,50,19,"cont"
"937","linear",500,50,19,"cont"
"938","rbf",500,50,19,"cont"
"939","matern32",500,50,19,"cont"
"940","complex",500,50,19,"cont"
"941","linear",1000,50,19,"cont"
"942","rbf",1000,50,19,"cont"
"943","matern32",1000,50,19,"cont"
"944","complex",1000,50,19,"cont"
"945","linear",100,100,19,"cont"
"946","rbf",100,100,19,"cont"
"947","matern32",100,100,19,"cont"
"948","complex",100,100,19,"cont"
"949","linear",200,100,19,"cont"
"950","rbf",200,100,19,"cont"
"951","matern32",200,100,19,"cont"
"952","complex",200,100,19,"cont"
"953","linear",500,100,19,"cont"
"954","rbf",500,100,19,"cont"
"955","matern32",500,100,19,"cont"
"956","complex",500,100,19,"cont"
"957","linear",1000,100,19,"cont"
"958","rbf",1000,100,19,"cont"
"959","matern32",1000,100,19,"cont"
"960","complex",1000,100,19,"cont"
