"","--dataset","--n_obs","--dim_in","--rep","--path"
"786","rbf",100,50,16,"mi"
"787","matern32",100,50,16,"mi"
"788","complex",100,50,16,"mi"
"789","linear",200,50,16,"mi"
"790","rbf",200,50,16,"mi"
"791","matern32",200,50,16,"mi"
"792","complex",200,50,16,"mi"
"793","linear",500,50,16,"mi"
"794","rbf",500,50,16,"mi"
"795","matern32",500,50,16,"mi"
"796","complex",500,50,16,"mi"
"797","linear",1000,50,16,"mi"
"798","rbf",1000,50,16,"mi"
"799","matern32",1000,50,16,"mi"
"800","complex",1000,50,16,"mi"
"801","linear",100,100,16,"mi"
"802","rbf",100,100,16,"mi"
"803","matern32",100,100,16,"mi"
"804","complex",100,100,16,"mi"
"805","linear",200,100,16,"mi"
"806","rbf",200,100,16,"mi"
"807","matern32",200,100,16,"mi"
"808","complex",200,100,16,"mi"
"809","linear",500,100,16,"mi"
"810","rbf",500,100,16,"mi"
"811","matern32",500,100,16,"mi"
"812","complex",500,100,16,"mi"
"813","linear",1000,100,16,"mi"
"814","rbf",1000,100,16,"mi"
"815","matern32",1000,100,16,"mi"
"816","complex",1000,100,16,"mi"
"817","linear",100,25,17,"mi"
"818","rbf",100,25,17,"mi"
"819","matern32",100,25,17,"mi"
"820","complex",100,25,17,"mi"
"821","linear",200,25,17,"mi"
"822","rbf",200,25,17,"mi"
"823","matern32",200,25,17,"mi"
"824","complex",200,25,17,"mi"
"825","linear",500,25,17,"mi"
"826","rbf",500,25,17,"mi"
"827","matern32",500,25,17,"mi"
"828","complex",500,25,17,"mi"
"829","linear",1000,25,17,"mi"
"830","rbf",1000,25,17,"mi"
"831","matern32",1000,25,17,"mi"
"832","complex",1000,25,17,"mi"
"833","linear",100,50,17,"mi"
"834","rbf",100,50,17,"mi"
"835","matern32",100,50,17,"mi"
"836","complex",100,50,17,"mi"
"837","linear",200,50,17,"mi"
"838","rbf",200,50,17,"mi"
"839","matern32",200,50,17,"mi"
"840","complex",200,50,17,"mi"
"841","linear",500,50,17,"mi"
"842","rbf",500,50,17,"mi"
"843","matern32",500,50,17,"mi"
"844","complex",500,50,17,"mi"
"845","linear",1000,50,17,"mi"
"846","rbf",1000,50,17,"mi"
"847","matern32",1000,50,17,"mi"
"848","complex",1000,50,17,"mi"
"849","linear",100,100,17,"mi"
"850","rbf",100,100,17,"mi"
"851","matern32",100,100,17,"mi"
"852","complex",100,100,17,"mi"
"853","linear",200,100,17,"mi"
"854","rbf",200,100,17,"mi"
"855","matern32",200,100,17,"mi"
"856","complex",200,100,17,"mi"
"857","linear",500,100,17,"mi"
"858","rbf",500,100,17,"mi"
"859","matern32",500,100,17,"mi"
"860","complex",500,100,17,"mi"
"861","linear",1000,100,17,"mi"
"862","rbf",1000,100,17,"mi"
"863","matern32",1000,100,17,"mi"
"864","complex",1000,100,17,"mi"
"865","linear",100,25,18,"mi"
"866","rbf",100,25,18,"mi"
"867","matern32",100,25,18,"mi"
"868","complex",100,25,18,"mi"
"869","linear",200,25,18,"mi"
"870","rbf",200,25,18,"mi"
"871","matern32",200,25,18,"mi"
"872","complex",200,25,18,"mi"
"873","linear",500,25,18,"mi"
"874","rbf",500,25,18,"mi"
"875","matern32",500,25,18,"mi"
"876","complex",500,25,18,"mi"
"877","linear",1000,25,18,"mi"
"878","rbf",1000,25,18,"mi"
"879","matern32",1000,25,18,"mi"
"880","complex",1000,25,18,"mi"
"881","linear",100,50,18,"mi"
"882","rbf",100,50,18,"mi"
"883","matern32",100,50,18,"mi"
"884","complex",100,50,18,"mi"
"885","linear",200,50,18,"mi"
"886","rbf",200,50,18,"mi"
"887","matern32",200,50,18,"mi"
"888","complex",200,50,18,"mi"
"889","linear",500,50,18,"mi"
"890","rbf",500,50,18,"mi"
"891","matern32",500,50,18,"mi"
"892","complex",500,50,18,"mi"
"893","linear",1000,50,18,"mi"
"894","rbf",1000,50,18,"mi"
"895","matern32",1000,50,18,"mi"
"896","complex",1000,50,18,"mi"
"897","linear",100,100,18,"mi"
"898","rbf",100,100,18,"mi"
"899","matern32",100,100,18,"mi"
"900","complex",100,100,18,"mi"
"901","linear",200,100,18,"mi"
"902","rbf",200,100,18,"mi"
"903","matern32",200,100,18,"mi"
"904","complex",200,100,18,"mi"
"905","linear",500,100,18,"mi"
"906","rbf",500,100,18,"mi"
"907","matern32",500,100,18,"mi"
"908","complex",500,100,18,"mi"
"909","linear",1000,100,18,"mi"
"910","rbf",1000,100,18,"mi"
"911","matern32",1000,100,18,"mi"
"912","complex",1000,100,18,"mi"
"913","linear",100,25,19,"mi"
"914","rbf",100,25,19,"mi"
"915","matern32",100,25,19,"mi"
"916","complex",100,25,19,"mi"
"917","linear",200,25,19,"mi"
"918","rbf",200,25,19,"mi"
"919","matern32",200,25,19,"mi"
"920","complex",200,25,19,"mi"
"921","linear",500,25,19,"mi"
"922","rbf",500,25,19,"mi"
"923","matern32",500,25,19,"mi"
"924","complex",500,25,19,"mi"
"925","linear",1000,25,19,"mi"
"926","rbf",1000,25,19,"mi"
"927","matern32",1000,25,19,"mi"
"928","complex",1000,25,19,"mi"
"929","linear",100,50,19,"mi"
"930","rbf",100,50,19,"mi"
"931","matern32",100,50,19,"mi"
"932","complex",100,50,19,"mi"
"933","linear",200,50,19,"mi"
"934","rbf",200,50,19,"mi"
"935","matern32",200,50,19,"mi"
"936","complex",200,50,19,"mi"
"937","linear",500,50,19,"mi"
"938","rbf",500,50,19,"mi"
"939","matern32",500,50,19,"mi"
"940","complex",500,50,19,"mi"
"941","linear",1000,50,19,"mi"
"942","rbf",1000,50,19,"mi"
"943","matern32",1000,50,19,"mi"
"944","complex",1000,50,19,"mi"
"945","linear",100,100,19,"mi"
"946","rbf",100,100,19,"mi"
"947","matern32",100,100,19,"mi"
"948","complex",100,100,19,"mi"
"949","linear",200,100,19,"mi"
"950","rbf",200,100,19,"mi"
"951","matern32",200,100,19,"mi"
"952","complex",200,100,19,"mi"
"953","linear",500,100,19,"mi"
"954","rbf",500,100,19,"mi"
"955","matern32",500,100,19,"mi"
"956","complex",500,100,19,"mi"
"957","linear",1000,100,19,"mi"
"958","rbf",1000,100,19,"mi"
"959","matern32",1000,100,19,"mi"
"960","complex",1000,100,19,"mi"
